Affy drosophila 2	FlyBaseName gene
1625725_at	CG42496
1624344_at	CG17922
1628984_s_at	HmgZ
1641573_at	CG30403
1636883_s_at	HmgD
1636789_s_at	Tango11
1631301_at	CG30398
1641398_s_at	LBR
1623175_at	Grx-1
1623856_at	CG30395
1628570_at	CG4021
1635226_at	lox2
1627575_at	CG34204
1637495_at	CG18735
1638473_at	CG4386
1627093_at	CG9284
1634373_a_at	CG13492
1630800_s_at	CG34040
1630568_at	CG34040
1630740_at	CG4363
1624993_at	CG4377
1625959_at	CG4372
1637512_at	CG9294
1636050_at	comr
1626772_at	Fili
1628113_at	Fili
1633578_a_at	PpN58A
1624171_at	CG13488
1632450_at	CG13494
1639591_at	CG34369
1627712_at	CG34369
1634324_at	CG34029
1627502_at	CG9304
1623947_at	Gr58c
1628055_at	Gr58b
1639120_at	Gr58a
1640422_a_at	CG30401
1634611_at	CG34370
1640422_a_at	CG34370
1641740_at	CG34370
1626254_s_at	CG34370
1636952_at	CG9308
1637775_at	PpD5
1626284_at	CG13500
1640967_at	CG13501
1631001_s_at	CG42257
1629757_at	CG42257
1624487_at	CG11475
1633513_a_at	CG11474
1632065_at	CG2921
1639432_at	GlcT-1
1631427_s_at	synj
1625040_a_at	CG13502
1623429_at	CG11073
1640610_at	CG6613
1634562_s_at	Vrp1
	Vrp1
1638128_at	CG30280
1634192_at	CG30281
1639029_at	mei-S332
1632677_a_at	GM130
1625140_at	NtR
1628171_at	CG34205
1633746_s_at	a
1630436_at	CG11269
1638676_at	gom
	CG34206
1635805_at	CG3045
1625144_at	CG6758
1627841_at	CG11170
1630613_at	CG30279
1637513_at	CG11275
1635039_at	MED16
1625656_s_at	CG5625
1641413_s_at	CG3074
1625739_at	CG3292
1634529_at	CG3290
1627169_at	CG3264
1635426_at	CG11291
1635426_at	ari-2
1625556_at	ari-2
1635435_at	CG30278
1639429_at	Oatp58Da
1637928_at	Oatp58Db
1627078_at	Oatp58Dc
1631542_a_at	dve
1630292_a_at	dve
1624736_a_at	CG5819
1641504_s_at	wdp
1631569_s_at	Gp150
	CG34207
1628907_at	T3dh
	pgc
	CG34208
1625011_at	CG11206
	CG11206
1629584_at	CG11298
1633884_at	Rtf1
1622923_at	wrapper
1641120_at	CG13506
1639592_at	CG3624
1639902_at	CG6044
1629897_a_at	CG6044
1639902_at	ventrally-expressed-protein-D
1638133_at	qkr58E-3
1627465_at	Mes4
1631768_at	qkr58E-1
1625047_at	qkr58E-2
1632771_at	mRpS29
1638887_a_at	rad50
1634822_a_at	CG10344
1622933_at	CG10344
1628454_at	ppk12
1633351_at	CG10384
1632789_at	CG3701
1624290_at	CG4752
1630247_at	CG4554
1628596_at	CG4610
	px
1638412_at	px
1628645_at	CG6018
1626131_at	CG11362
1626336_at	Dnr1
1636356_at	CG3927
1635507_at	CG4269
1629510_at	CG4294
1639270_at	RpS16
1635121_a_at	Vps20
1636405_a_at	CG4329
1640974_a_at	CG33143
1631099_at	CG17807
1629487_at	Cdk9
1640375_at	bonsai
1625017_at	CG3732
1630093_at	RpS24
1632070_at	Ugt58Fa
1624611_a_at	CG2852
1635651_at	CG30195
1637496_at	CG34446
	CG34445
1638086_at	CG3746
1633004_at	CG3875
1635593_at	Cyp6d2
1631548_at	CG30196
1631548_at	CG30217
1625559_a_at	CG30217
1626732_at	CG30217
	CG13510
1637388_at	CG13511
1638487_at	CG13511
1633645_at	CG13512
1623364_at	CG4250
1640540_at	CG30273
1627958_at	CG30269
1638764_at	CG13516
1628977_at	CG12190
1639677_at	ppa
1626774_s_at	robo
	CG30259
1638823_at	CG30259
1627935_a_at	Obp59a
1626959_at	Obp58b
1637272_at	Obp58c
1641030_at	Obp58d
1623868_a_at	CG30275
1632077_at	CG30268
1634170_a_at	jbug
1633144_at	jbug
1625138_at	CG42260
1623394_at	CG42260
1624508_at	CG13526
1640751_at	CG13527
1632254_a_at	CG30270
1636548_at	blw
1639876_a_at	CycB
	CycB
1634620_a_at	stl
1628822_at	CG30271
1629174_at	CG42284
1640011_at	CG42284
1636537_at	CG30274
1625760_at	CG30272
1625077_at	CG30265
1636604_at	CG12490
1629164_at	CG9825
1625203_at	CG9826
1640390_at	CG3649
1628662_at	CG13531
1634764_at	RpL23
1638319_at	inaD
1625779_at	fd59A
1633162_at	CG13532
1630829_at	PIP5K59B
1622913_a_at	PIP5K59B
1631546_at	CG3501
1638394_at	CG3499
1629039_at	asrij
1626180_at	Gmer
1639489_at	CG3700
1630272_at	CG3700
1629039_at	CG3700
1630272_at	MED23
1639489_at	MED23
1639489_at	nahoda
1630476_s_at	nahoda
1639516_at	CG30187
1629305_at	Nup214
	CG30190
1632278_s_at	CG30190
1637460_at	CG30190
1632278_s_at	CG30193
1634995_at	CG3788
1640915_at	CG3800
1638453_at	CG9849
1634733_at	CG3831
1637507_at	CG32835
1641292_at	CG32834
1626373_at	CG32833
1640407_at	CG9897
1625833_at	CG9896
1629682_at	CG13542
1628642_at	CG9895
	CG34209
1631682_at	twi
1634809_s_at	CG30194
1637248_at	CG30194
1636921_at	l(2)06496
1630982_at	CG9890
1628298_at	Dox-A3
1628298_at	l(2)k09913
1631028_s_at	l(2)k09913
1626444_at	Fib
1627537_at	CG3085
1632151_at	Art7
1630021_at	Gr59a
1633708_at	Gr59b
1639287_at	CG9877
1631767_at	CG13538
1624085_at	CG9876
1636738_at	RpL37b
1624612_at	Gr59c
1622900_at	Gr59d
1624114_at	Klp59C
1640427_at	CG3215
1629462_at	CG30192
1640852_at	CG13544
1624329_at	Klp59D
1635838_at	CG13545
1631235_at	CG9899
1624713_at	CG34371
1634456_at	CG34371
1632583_at	CG13539
1628034_at	CG3162
1634778_at	CG3092
1627847_s_at	yip3
1630264_at	RpL22-like
1636211_at	CG12782
1640601_at	CG13540
1629081_at	ord
1638494_at	CG3124
1636525_at	CG13541
1631025_at	Prosbeta5R1
1631346_a_at	CG30412
1623994_at	CG30416
1637187_at	CG9861
1640010_at	CG30417
1635380_at	CG30413
1635921_at	CG3502
1629951_at	CG9863
1630071_at	CG34210
1638545_at	CG30409
1627655_at	CG30410
1625490_at	CG3500
1631174_at	CG9875
	CG34423
1640379_s_at	CG34424
1630976_at	vir
1631109_at	CG13550
1623264_at	CG3493
1629019_s_at	CG13551
1626735_at	CG13551
1625058_at	yellow-d
1629932_at	yellow-d2
1631415_at	CG30414
1627732_s_at	CG30415
1637700_s_at	eIF2B-delta
1638043_a_at	CG3530
1625459_at	CG3530
1625459_at	CG3520
1625780_a_at	CG9812
1623744_at	CG30411
1630229_at	CG9815
1640623_at	Or59a
1629774_at	CG5357
1639319_at	skpF
1625520_at	CG34372
1628910_at	CG34372
1623011_at	CG34372
1638684_at	CG34372
1624370_at	CG34372
1630037_at	Or59b
1627860_at	Or59c
1624926_at	CG13557
1637364_at	CG13558
1632341_at	CG13559
1630574_at	CG3906
1624618_at	chrw
1628978_at	CG5360
1628293_a_at	bw
1629540_a_at	bw
1629178_at	CG30181
1623450_at	Gr59e
1627353_at	Gr59f
1630451_at	CG30185
1637194_at	wmd
1633044_at	levy
1634094_a_at	pita
1637487_at	Dcp-1
1641430_at	Rrp4
1630553_at	alphaPS5
1625678_at	Pi3K59F
1634801_at	CG30184
1625844_s_at	apt
1625085_at	CG30182
1622952_at	CG10332
1622952_at	IM18
1627305_at	CG5398
1629642_a_at	CG17664
1635254_at	CG17662
1626308_s_at	CG4019
1625481_a_at	retn
1631371_s_at	Pde8
1635330_at	Pde8
	CG42241
1635330_at	CG5428
1635800_at	CG5431
1635952_at	l(2)efl
1627242_at	l(2)efl
1626416_a_at	l(2)efl
1640790_at	CG11293
1632701_at	Pal
	CG30183
1639792_at	CG30183
1625019_at	angel
1624480_at	mRpL43
1640962_s_at	CG4091
1632914_at	l(2)dtl
1641244_at	l(2)not
1634944_at	l(2)tid
1635678_at	CG11299
1639197_at	CG18128
1641303_at	egl
	CG13560
1639562_at	CG34105
1639562_at	CG12491
1624206_at	CG11300
1634713_at	CG5532
1631220_at	CG9850
1632432_at	CG9850
1624073_at	CG15800
1634927_at	CG30177
1625667_at	CG13561
1631067_at	CG5539
1624815_at	Ssrp
1624247_at	CG5543
1629881_at	Nxt1
1625477_a_at	CG4797
1629769_at	CG4763
1638251_at	CG5549
1630245_at	shu
1625742_at	usnp
1632482_at	CG5554
1623384_at	ytr
1633284_at	eIF6
1628658_at	gbb
1629714_at	bgcn
1640905_at	wibg
1638268_at	TBPH
1635758_s_at	TBPH
1638874_at	TBPH
1638874_at	CG4585
1640713_at	CG5569
1634869_at	Thiolase
1628840_at	ken
1633696_at	TM4SF
1639123_at	CG4882
1639247_at	PHDP
1638697_at	CG5597
1636243_at	Dcp1
1630390_at	CG5602
1637092_a_at	Upf3
1630386_at	Upf3
1624381_at	CG17658
1628299_at	CG5339
1625907_at	CG5591
1636933_at	CG13562
1626785_at	Nap1
1623037_a_at	CG5594
1633294_at	CG2812
1627044_s_at	Ca-P60A
1636669_at	Ca-P60A
1641059_at	Ca-P60A
1625317_at	CG3735
1640549_at	Tal
1639015_s_at	G-salpha60A
1628567_at	CG13565
1626725_at	CG2970
1632247_at	fzr2
1626729_at	CG3803
1635668_at	thoc5
1639184_at	CG16787
1630043_a_at	alpha-catenin-related
1624144_at	CG13566
1626953_at	Fmo-1
1632343_at	Alas
	CG34213
1634817_at	or
1627154_at	CG10904
1636735_s_at	CG3065
1635875_at	mr
1638701_at	CG3825
1638050_s_at	Sox14
1631675_a_at	Phm
1623430_at	Phm
1630818_at	CG30178
1634631_at	CG3105
1640415_at	CG3860
1623019_a_at	Unc-89
1626072_at	Unc-89
1633630_at	CG4324
1633263_at	CG3121
1623013_s_at	CG3907
1638397_at	CG11388
1637064_at	Adk2
1640565_at	PebIII
1634164_at	SIP1
1627433_at	CG3163
1638088_at	CG30172
1627894_s_at	Chi
1631696_s_at	MAN1
1628924_a_at	CG13567
1637979_at	CG13567
1636297_at	CG3173
1623463_at	tsr
1632605_at	gammaSnap
1629418_s_at	sei
1635204_at	CG13568
1633939_at	CG13563
1638349_s_at	eIF-5A
1627312_at	RpL12
1640446_s_at	RpL12
1626964_at	RpL39
1639332_at	Rap2l
1628461_a_at	yki
1629005_a_at	CG3209
1626709_at	Mlp60A
1629885_at	Mlp60A
1638818_at	Mlp60A
1637886_at	CG10339
1628485_at	CG13564
1637918_s_at	CG16786
1625126_at	snama
1640589_at	gek
1639061_at	enok
1623343_at	CG4049
1637681_at	CG3253
1641083_at	CG3257
1633941_a_at	CG13569
1623212_s_at	tamo
1639659_at	Zfrp8
1640055_at	CG4065
1637353_at	Dat
1636379_a_at	DnaJ-60
1633399_at	DnaJ-60
1623119_at	DnaJ-60
1635934_at	spag
1628666_at	CG3328
1622995_at	mRpS17
1639554_at	Nop60B
1628188_at	Nop60B
1631645_at	CG3363
1635461_at	CG3362
1629021_at	CG3356
1626791_at	CG11406
1634578_at	CG30419
1636742_at	nord
1632293_at	CG13576
1634585_at	CG13575
1639637_a_at	CG3376
1628038_at	CG13577
1623977_at	nvy
1625795_a_at	CG3394
1639503_at	betaTub60D
1641677_at	slbo
	bs
1630990_at	bs
1628533_at	CG13578
1624833_a_at	mAcR-60C
1623189_at	slik
1633461_at	slik
	slik
1635259_at	Mov34
1623006_at	SerT
1623945_at	CG3419
1626504_at	prom
1637433_at	prom
1641220_at	prom
1627997_at	CG42383
1630460_at	CG15873
1626343_at	CG15874
1640461_at	CG3483
1631496_at	CG4563
1626573_at	CG13579
1636825_at	CG3492
1626829_s_at	CG3494
1633926_at	CG16837
1638401_at	CG13589
1625498_at	CG13590
1634120_at	Crtp
1641012_at	Ssl
1625706_at	Pros28.1B
1628680_at	CG13581
1626585_s_at	CG4589
	CG42289
	CG42290
1625039_at	CG42291
1627151_at	CG4612
1624941_at	CG30169
1637711_at	CG13592
1624841_s_at	CG13585
1637069_at	CG4622
1635793_at	CG11413
1628778_at	itp
	itp
1637982_at	Nurf-38
1631406_at	CG11414
1641032_at	uri
1623820_at	CG12252
1638897_at	CG3511
1625637_at	Start1
1639177_at	IFa
1641580_at	CG4681
1638681_at	pio
1624424_at	pio
1631454_a_at	pio
1628672_at	pio
1624424_at	CG13587
1638109_s_at	CG4692
1623207_at	CG3548
1634155_at	CG3565
1626436_at	CG3570
1636299_at	CG4707
1639037_at	CG42360
1628381_at	CG42361
1624704_at	CG4741
1624029_at	CG3608
1630036_at	CG13594
1631590_at	CG13594
1641428_at	Cyp9c1
1638827_at	CG3640
1625816_at	CG4781
1626886_at	CG3663
1630538_at	Cpr60D
1640357_at	CG30161
1634417_s_at	CG3683
1632572_at	CG34214
1624513_at	CG4806
1623177_at	CG33228
1631460_s_at	Pof
1625761_a_at	Mmp1
1632204_at	Mmp1
1623160_at	Mmp1
1630522_a_at	ST6Gal
1641483_at	CG33988
1635543_at	CG33988
1641028_at	CG33988
1639770_at	CG30421
1635245_at	CG9196
1640800_at	CG3880
1639878_at	CG12848
1634655_at	CG3894
1623638_a_at	CG3894
1639769_at	CG16936
1633729_a_at	Eps-15
1636304_at	egg
1639970_at	egg
1627051_at	Lcp9
1626337_at	Eap
1636157_at	CG16912
1634746_at	CG3589
1623762_at	key
1627005_at	Reg-5
1639278_at	ETH
1639877_at	Orc4
1633702_at	CG12849
1638980_at	CG3611
1625771_at	Dll
1630237_a_at	Dll
1636088_at	Dll
1624875_at	CG3650
1636451_a_at	Atf-2
	Atf-2
1638352_at	CG16896
1625714_a_at	CG30423
1625992_s_at	CG34413
1633752_at	CG34413
1636623_at	Ance-5
1637624_a_at	NaCP60E
1624241_at	NaCP60E
1634259_at	CG9083
1636951_at	CG2857
1639614_s_at	RpL41
1628875_at	pain
1635524_at	CG30427
1626009_s_at	CG30427
1626793_at	CG30427
1631577_a_at	CG3760
1640992_at	CG2811
1624153_at	Tina-1
1623388_at	CG15861
1627872_at	CG3770
1626565_at	CG2790
1637071_at	CG12851
1633613_at	CG2765
1628503_at	CG30424
1630455_at	RpL19
1623081_at	Jhebp29
1632591_at	Phk-3
1638481_at	CG2736
1636991_s_at	emp
1640501_at	CG3829
1627311_at	CG3829
1627840_a_at	zip
1627838_at	uzip
1628450_at	Nplp1
1637031_at	gsb-n
1637639_at	gsb
1636407_at	gol
1627719_at	gol
1627096_s_at	Tkr
1637812_at	CG30430
	CG34038
	Sfp60F
1633442_at	PebII
1640401_at	Peb
1629434_at	CG9380
1639529_at	CG9380
1629753_at	Kr
1630158_at	CG30429
	CG33680
1634124_at	CG30428
	CR30370
1630661_at	Uhg4
	CR30009
	CR30068
	CR30066
	Uhg5
	Uhg1
1630520_s_at	pncr016:2R
	snmRNA:184
1628188_at	snmRNA:60Ca
1628188_at	snmRNA:60Cb
	tRNA:CR30260
	tRNA:CR30505
	tRNA:R2:42Ad
	tRNA:K2:42Ae
	tRNA:N5:42Ah
	tRNA:N5:42Ag
	tRNA:N5:42Af
	tRNA:R2:42Ac
	tRNA:N5:42Ac
	tRNA:N5:42Ab
	tRNA:N5:42Aa
	tRNA:K2:42Ac
	tRNA:K2:42Ab
	tRNA:K2:42Aa
	tRNA:I:42A
	tRNA:R2:42Ab
	tRNA:K2:42Ad
	tRNA:CR30316
	tRNA:R2:42Aa
	tRNA:N5:42Ae
	tRNA:N5:42Ad
	tRNA:K2:42Ea
	tRNA:K2:42Eb
	tRNA:K2:42Ec
	tRNA:K2:42Ed
	tRNA:CR30298
	tRNA:CR30299
	tRNA:CR30297
	tRNA:L2:44EF
	tRNA:M3:46A
	tRNA:SeC
	tRNA:CR30257
	tRNA:CR30506
	tRNA:CR30254
	tRNA:M2:48Ba
	tRNA:M2:48Bb
	tRNA:CR30249
	tRNA:CR30250
	tRNA:CR30251
	tRNA:H:48F
	tRNA:I:49Fa
	tRNA:L3:49Fa
	tRNA:I:49Fb
	tRNA:I:49Fc
	tRNA:I:49Fd
	tRNA:I:49Fe
	tRNA:L3:49Fb
	tRNA:CR30509
	tRNA:K2:50C
	tRNA:CR30241
	tRNA:CR30237
	tRNA:CR30238
	tRNA:CR30239
	tRNA:CR30240
	tRNA:G3:53E
	tRNA:CR30234
	tRNA:CR30235
	tRNA:CR30232
	tRNA:H:56E
	tRNA:CR30333
	tRNA:CR30231
	tRNA:CR30227
	tRNA:G3:55E
	tRNA:CR30229
	tRNA:S4:56D
	tRNA:CR30225
	tRNA:CR30326
	tRNA:CR30223
	tRNA:CR33535
	tRNA:CR30215
	tRNA:CR30452
	tRNA:CR30218
	tRNA:E4:56Fc
	tRNA:E4:56Fb
	tRNA:E4:56Fa
	tRNA:CR30454
	tRNA:CR30220
	tRNA:CR30449
	tRNA:K2:56EF
	tRNA:CR30212
	tRNA:CR33538
	tRNA:G3:56EFa
	tRNA:G3:56EFb
	tRNA:CR30155
	tRNA:CR30211
	tRNA:CR30206
	tRNA:G3:57BCa
	tRNA:CR30208
	tRNA:CR33539
	tRNA:CR30209
	tRNA:G3:57BCb
	tRNA:CR30407
	tRNA:CR30406
	tRNA:CR30201
	tRNA:CR30202
	tRNA:N5:60C
	tRNA:CR30198
	tRNA:CR30199
	tRNA:CR30200
	5SrRNA:CR33452
	5SrRNA:CR33451
	5SrRNA:CR33450
	5SrRNA:CR33449
	5SrRNA:CR33448
	5SrRNA:CR33447
	5SrRNA:CR33446
	5SrRNA:CR33445
	5SrRNA:CR33444
	5SrRNA:CR33443
	5SrRNA:CR33442
	5SrRNA:CR33441
	5SrRNA:CR33440
	5SrRNA:CR33439
	5SrRNA:CR33438
	5SrRNA:CR33437
	5SrRNA:CR33436
	5SrRNA:CR33435
	5SrRNA:CR33434
	5SrRNA:CR33433
	5SrRNA:CR33432
	5SrRNA:CR33431
	5SrRNA:CR33430
	5SrRNA:CR33429
	5SrRNA:CR33428
	5SrRNA:CR33427
	5SrRNA:CR33426
	5SrRNA:CR33425
	5SrRNA:CR33424
	5SrRNA:CR33423
	5SrRNA:CR33422
	5SrRNA:CR33421
	5SrRNA:CR33420
	5SrRNA:CR33419
	5SrRNA:CR33418
	5SrRNA:CR33417
	5SrRNA:CR33415
	5SrRNA:CR33414
	5SrRNA:CR33413
	5SrRNA:CR33412
	5SrRNA:CR33411
	5SrRNA:CR33410
	5SrRNA:CR33409
	5SrRNA:CR33408
	5SrRNA:CR33407
	5SrRNA:CR33406
	5SrRNA:CR33405
	5SrRNA:CR33404
	5SrRNA:CR33403
	5SrRNA:CR33402
	5SrRNA:CR33401
	5SrRNA:CR33400
	5SrRNA:CR33399
	5SrRNA:CR33398
	5SrRNA:CR33397
	5SrRNA:CR33396
	5SrRNA:CR33395
	5SrRNA:CR33394
	5SrRNA:CR33393
	5SrRNA:CR33392
	5SrRNA:CR33391
	5SrRNA:CR33390
	5SrRNA:CR33389
	5SrRNA:CR33388
	5SrRNA:CR33387
	5SrRNA:CR33386
	5SrRNA:CR33385
	5SrRNA:CR33384
	5SrRNA:CR33383
	5SrRNA:CR33382
	5SrRNA:CR33381
	5SrRNA:CR33380
	5SrRNA:CR33379
	5SrRNA:CR33378
	5SrRNA:CR33377
	5SrRNA:CR33376
	5SrRNA:CR33375
	5SrRNA:CR33374
	5SrRNA:CR33373
	5SrRNA:CR33372
	5SrRNA:CR33370
	5SrRNA:CR33369
	5SrRNA:CR33368
	5SrRNA:CR33367
	5SrRNA:CR33366
	5SrRNA:CR33365
	5SrRNA:CR33364
	5SrRNA:CR33362
	5SrRNA:CR33361
	5SrRNA:CR33360
	5SrRNA:CR33359
	5SrRNA:CR33358
	5SrRNA:CR33357
	5SrRNA:CR33355
	5SrRNA:CR33354
	5SrRNA:CR33353
	CR41440
1624647_at	Lcp1Psi
1626466_at	Cyp6a15Psi
1636492_at	CR30029
	CR33471
1625872_at	tRNA:HPsi
1624814_at	CR12953
1638799_at	CR30082
1635270_at	CR14499
	5SrRNA-Psi:CR33416
	5SrRNA-Psi:CR33371
	5SrRNA-Psi:CR33363
	5SrRNA-Psi:CR33356
	snoRNA:MeU6-C68
	snoRNA:Psi28S-2949
	snoRNA:Or-aca5
	snoRNA:Me28S-G3255a
1630661_at	snoRNA:Me28S-A982a
	snoRNA:Me28S-A982b
	snoRNA:Me28S-G3255b
	snoRNA:Or-CD2
	snoRNA:Psi28S-1936
	snoRNA:Psi28S-1180
	snoRNA:Me28S-A1322
1639036_at	snoRNA:Me28S-C3420b
1638068_a_at	snoRNA:Me28S-C3420a
1639036_at	snoRNA:Me28S-C3420a
	snoRNA:Psi28S-1153
	snoRNA:Me18S-C1366
	snoRNA:Me28S-C3227a
	snoRNA:Me28S-C3227b
	snoRNA:Me28S-U1848
	snoRNA:Me18S-G1952
	snoRNA:Me18S-A1061
	snoRNA:Me28S-A992
	snoRNA:Me28S-G2703a
	snoRNA:Me28S-G2703b
	snoRNA:Me28S-G2703c
	snoRNA:Or-CD4
	snoRNA:U3:54Aa
	snoRNA:U3:54Ab
	snoRNA:Or-aca4
	snoRNA:Me28S-G3081a
	snoRNA:Me28S-A3407a
	snoRNA:Me28S-A1666a
	snoRNA:U29:54Eb
	snoRNA:U29:54Ec
	snoRNA:U76:54Eb
	snoRNA:U29:54Ed
	snoRNA:U27:54Ea
	snoRNA:Me28S-G3277a
	snoRNA:snR38:54Eb
	snoRNA:U31:54Eb
	snoRNA:U31:54Ec
	snoRNA:U31:54Ed
	snoRNA:U27:54Eb
	snoRNA:snR38:54Ec
	snoRNA:Me18S-A28a
	snoRNA:Psi18S-1347a
	snoRNA:Psi18S-1347b
	snoRNA:Psi18S-1347c
	snoRNA:Me28S-U1130
1630813_at	snoRNA:Psi28S-2444
	snoRNA:185
1634250_at	snoRNA:660
	snoRNA:Me28S-A2589a
	snoRNA:Psi28S-3316a
	snoRNA:Psi28S-3316b
	snoRNA:Psi18S-841a
	snoRNA:Me28S-A2589b
	snoRNA:Psi28S-3378
	snoRNA:Psi28S-3316c
	snoRNA:Psi18S-841b
	snoRNA:Psi28S-3316d
	snoRNA:Psi18S-841c
	snoRNA:Psi28S-3316e
	snoRNA:Psi18S-841d
	snoRNA:Me28S-A2589c
	snoRNA:Psi18S-1389a
	snoRNA:Psi18S-1389b
	snoRNA:Me28S-G2596
	snoRNA:Or-CD1
	snoRNA:Me28S-G2173
	snoRNA:Psi28S-1175a
	snoRNA:Psi28S-1175b
	snoRNA:Psi28S-1175c
	snoRNA:Or-aca1
	snoRNA:229
	snoRNA:Psi18S-176
1639554_at	snoRNA:Psi18S-1820
	snoRNA:Me28S-G1083a
	snoRNA:Me28S-G1083b
	snoRNA:Me28S-G1083c
	snoRNA:Me28S-G1083d
1628188_at	snoRNA:Or-CD9a
1628188_at	snoRNA:Or-CD9b
	snoRNA:Me18S-A1597
	snoRNA:Me18S-G393
	mir-280
	mir-14
	mir-307
	mir-281b
	mir-281bS
	mir-281a
	mir-281aS
	mir-184
	mir-184S
1638832_at	mir-308
	mir-278
	mir-137
	mir-8S
	mir-8
	mir-31a
	mir-6-3
	mir-6-2
	mir-6-1
	mir-5
	mir-4
	mir-4S
	mir-286
	mir-3
	mir-309
	mir-310
	mir-311
	mir-312
	mir-313
	mir-7
1626852_at	CG41252
1640869_x_at	CG41252
1627519_at	CG41252
1629334_at	CG12552
1634993_at	CG40498
1629334_at	CG40498
	CG41254
	CG41255
1623461_at	CG40239
	CG41257
1629549_s_at	rl
	rl
	CG41253
1634469_at	CG40244
	CG41066
	CG41276
1629023_s_at	CG40191
	CG41277
1633988_at	CG40211
1633302_a_at	CG40211
1630022_at	CG40212
1633317_at	CG40216
	CG41267
1625290_at	Yeti
1641348_at	CG41265
1625736_at	CG41265
1626275_at	CG41265
	CG41268
	CG41266
1628797_at	CG17684
1623597_s_at	CG17684
	CG41325
	CG41326
1623488_at	CG40164
1632357_x_at	CG40164
1640428_a_at	CG40164
1632652_s_at	CG40100
1635560_at	CG40263
	CG40263
1634627_at	CG40311
	CG41603
	CG41332
	CG41378
	CG41138
	CG41127
1625433_at	Scp1
	CG41123
	CG41595
	CG40409
	CG41258
	CG41243
1629200_at	CG40709
	CG41242
	CG41089
	CG41370
	CG41596
	CG40113
1629200_at	CG40113
1636506_at	CG40116
	CG40270
1637524_at	CG40270
1629076_at	His2B:CG40461
1623281_s_at	His2B:CG40461
1625877_s_at	CG40271
	CG41233
1625877_s_at	CG41592
	CG40733
	CG41027
	CG41026
	CG41278
	CG41312
	CG17514
1628691_at	CG17514
1639187_at	CG40103
1640194_a_at	eIF-4B
1636358_a_at	eIF-4B
1640653_at	eIF-4B
1629261_at	eIF-4B
1626502_s_at	CG14578
	CG41311
1625877_s_at	CG40084
	CG41322
1634779_at	Haspin
	CG41323
1633978_at	CG40085
	CG41363
	CR41510
	CR41594
1629549_s_at	CR40190
1632804_at	CR41501
	CR41501
1633386_s_at	mthl8
1629362_at	mthl8
1626429_at	Lsp1gamma
1640314_at	CG13405
1627588_at	CG12483
1629078_s_at	Pk61C
1630763_at	CG6845
1624532_a_at	CG7051
1632207_a_at	p130CAS
1637727_at	CG7049
1641167_s_at	CG7047
1623396_at	CG13875
1627640_at	CG34140
1627640_at	Mkp
1624504_s_at	Mtch
1638999_at	rno
1628487_s_at	mri
1638285_a_at	Gyk
1626557_at	NitFhit
1638975_at	CG13876
1640619_at	CG7028
1624390_a_at	thoc7
1636520_s_at	CG16940
1629906_s_at	Kaz1-ORFB
1636520_s_at	Kaz1-ORFB
1623848_a_at	Kaz1-ORFB
1636520_s_at	Kaz1-ORFA
1623848_a_at	Kaz1-ORFA
1629906_s_at	Kaz1-ORFA
1635049_at	Kaz1-ORFA
1623586_a_at	pyx
1635049_at	CG13877
	CG16971
1633109_at	CG16971
1633109_at	CG33229
1624535_at	CG33229
	CG34454
	CG34453
1625243_a_at	E(bx)
	E(bx)
1625450_at	mthl14
1634461_at	DIP2
1626918_at	CG13879
1640241_at	Tudor-SN
1634013_at	mRpL17
	CG34263
1626667_at	miple
1637645_at	miple2
1629896_at	CG32845
1631470_at	ttm2
1630356_at	CG42377
	RhoGEF3
1623262_at	RhoGEF3
1626756_a_at	RhoGEF3
1626975_at	RhoGEF3
1634509_s_at	fwd
1634505_at	CG34264
1636073_at	CG32344
1640064_at	CG32343
1638100_s_at	Ptpmeg
1628763_at	Ptpmeg
1638616_at	mthl9
1623772_a_at	mthl10
1630665_at	mthl10
1632989_a_at	mth
1638478_at	CG1231
1634212_at	CG6905
1639817_at	Roc1b
1625945_a_at	CG1233
1640618_at	CG13884
1640618_at	trh
1623736_at	trh
1634590_at	CG13885
1624232_at	CG13891
1624232_at	klar
1628155_at	klar
	klar
1626025_at	CG34267
	CG34268
1640776_at	CG34269
1636726_at	CG17180
1639357_at	Cypl
1639306_s_at	CG17090
1634694_at	Ppm1
1633816_at	CG17181
1640380_a_at	MED14
1636193_at	CG13893
1641722_at	Reg-2
1638409_at	CG12030
1638846_at	CG3402
1625855_at	MED30
1635299_at	Rev1
1640281_s_at	CG17129
1625746_at	CG3386
1636161_at	CG3371
1632584_at	CG3344
1628500_at	CG32483
1638167_at	RabX6
1638927_at	CG3279
1633656_at	CG13894
1629940_at	CG13895
1635343_a_at	CkIIalpha-i3
1625505_at	CG13896
1641084_at	CG13897
1638748_at	emc
1637138_at	CG13898
1633394_a_at	CG13900
1634518_at	CG13886
1635239_at	CG13901
1626382_s_at	CG13887
1632198_at	CG13902
1626255_at	Gr61a
1641002_at	CG13889
1629606_at	CG13890
1623063_at	dpr20
1634537_at	CG12502
1632791_at	CG32479
1630968_at	CG13907
	CG34056
1641619_at	CG34057
1637224_at	CG13905
1634039_at	nerfin-1
1634033_s_at	Glut1
1628757_at	Glut1
1627735_at	CG13908
1636312_at	CG12038
1627417_s_at	CG12038
1635047_s_at	trio
1641178_s_at	CG9205
1623466_at	bab1
	bab1
1629781_at	CG32334
1624060_at	bab2
1623126_at	CG13912
